ID;PESO;C1;C2;C3;C4;C4_1;C6;P1001_1;P1001_2;PCAV1220231;P1002;P1005_1;P1003;P1005_2;P1004;P1005_3;P1012;P1013;P1013_1;P1014;P1015;P1016;BS58000;BS58000B;BS58000C;P11017;PBARDIC24_1_1;PBARDIC24_1_2;PBARDIC24_1_3;PBARDIC24_1_4;PBARDIC24_1_5;PBARDIC24_1_6;PBARDIC24_1_7;PBARDIC24_1_8;PBARDIC24_1_V2_1;PBARDIC24_1_V2_2;PBARDIC24_1_V2_3;PBARDIC24_1_V2_4;PBARDIC24_1_V2_5;PBARDIC24_1_V2_6;PBARDIC24_2;PBARDIC24_3;PBARDIC24_4_1;PBARDIC24_4_2;PBARDIC24_4_3;PBARDIC24_4_4;PBARDIC24_4_5;PBARDIC24_4_6;PBARDIC24_4_7;PBARDIC24_4_8;PBARDIC24_4_9;PBARDIC24_5;PBARDIC24_6;PBARDIC24_7;PBARDIC24_8_1;PBARDIC24_8_2;PBARDIC24_8_3;PBARDIC24_8_4;PBARDIC24_8_5;PBARDIC24_8_6;PBARDIC24_8_98;PBARDIC24_9;PBARDIC24_10;PBARDIC24_11_1;PBARDIC24_11_2;PBARDIC24_11_3;PBARDIC24_11_4;P2003;BVPCE100000;P2002_CONOC_1;P2002_VAL_1;P2002_CONOC_2;P2002_VAL_2;P2002_CONOC_3;P2002_VAL_3;P2002_CONOC_4;P2002_VAL_4;P2002_CONOC_8;P2002_VAL_8;P1018;P200110;P2005;P2007;P2008A;P2105A;BCHVC66000_1;BCHVC66000_2;BCHVC66000_3;BCHVC66000_4;BCHVC66000_5;BCHVC66000_6;BCHVC66000_7;BCHVC66000_8;BCHVC66000_9;BCHVC66000_10;BCHVC66000_11;BCHVC66000_12;BCHVC66000_15;BCHVC66000_16;BCHVC66000_13;BCHVC66000_98;BCHVC66000_99;BCHVC67000;BCHVC68000;P221009;P2009;P2010;P2012;P2013;P2014;P2015
1405;,873675494934504;14;5;2;65;6;1;10;9;8;800;10;99; ;800;10;2;2;2;2;2;3;1;3;3;2;10;3;3;3;3;9;7;6;3;6;6;0;99;6;1;1;98;98;98;98;98;98;98;98;98;4;5;3;1;1;0;0;0;0;0;1;1;2;1;2;2;5;5;1;6;1;3;2; ;2; ;2; ;2;5;10;98;98;6;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;4;1;5;1;7;2; 
322;1,18528996413301;29;1;1;20;1;1;10;10;8;201;1;201;1;1403;1;2;3;1;2;1;1;1;3;3;1;10;0;0;0;0;10;0;7;8;10;10;0;8;8;1;1;1;1;1;1;1;1;1;1;1;1;10;1;0;0;1;1;0;0;0;3;1;2;1;1;1;5;6;1;9;1;8;2; ;1;8;1;8;1;5;9;8;1;6;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;2;2;2;2;5;5;1;2
1324;1,25577084459793;41;5;2;64;5;1;7;7;8;1200;10;9500; ;9500; ;2;2;2;3;2;1;1;3;3;2;10;1;1;1;1;5;1;5;5;8;8;4;5;6;1;2; ; ; ; ; ; ; ; ; ;4;10;2;1;1;1;1;0;0;0;1;1;2;1;1;1;5;6;1;6;1;6;2; ;2; ;2; ;3;5;10;7;1;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;5;3;10;2; 
1861;,82152340959573;4;5;2;51;4;1;6;7;7;9500; ;9500; ;1704;10;1;2;1;1;2;1;1;3;3;3;10;0;3;3;5;8;5;7;7;10;10;5;5;5;1;98; ; ; ; ; ; ; ; ; ;3;8;5;1;0;0;1;0;0;0;2;2;2;1;2;1;7;7;1;7;2; ;2; ;2; ;2; ;2;5;1;1;1;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;1;4;3;6;1;3
2490;,942433030990186;18;5;2;57;5;1;0;10;6;809;1;810;1;809;1;2;2;1;5;2;3;2;3;3;5;6;1;1;1;1;5;1;5;1;5;5;1;1;1;1;98; ; ; ; ; ; ; ; ; ;5;10;5;0;0;0;0;0;0;1;3;2;1;2;1;1;99;99;1;7;2; ;2; ;2; ;2; ;2;5;10;11;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;2;2;5;3;9;1;3
216;1,18528996413301;29;3;1;49;4;1;7;7;8;819;10;800;10;807;98;3;3;1;2;2;2;2;3;3;4;8;0;0;0;0;8;6;7;0;10;10;0;7;7;1;98; ; ; ; ; ; ; ; ; ;2;6;4;0;0;0;1;0;0;0;2;1;2;2;1;1;7;8;1;8;2; ;1;5;2; ;1;6;2;4;1;1;1;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;3;10;1;1
2430;,873675494934504;14;2;1;47;4;1;6;7;8;402;3;201;10;402;3;2;3;2;2;2;2;1;3;3;2;8;0;5;0;0;8;5;6;5;6;6;0;99;4;1;2; ; ; ; ; ; ; ; ; ;2;6;3;1;1;1;1;0;0;0;1;2;2;2;1;1;7;6;1;8;1;6;2; ;2; ;2; ;2;5;10;1;1;6;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9;5;1;2;2;3;5;1;3
777;,783474421225984;23;1;1;22;1;1;10;10;9;8039;10;800;10;9500; ;2;1;1;4;2;1;1;3;3;2;8;0;2;0;0;6;4;5;5;7;7;2;3;5;1;98; ; ; ; ; ; ; ; ; ;4;4;4;0;1;0;0;0;0;0;1;98;2;1;1;1;8;7;1;7;1;5;2; ;2; ;1;4;2;5;8;1;3;6;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4;3;3;1;4;4;11;1;3
511;,82152340959573;4;1;1;39;3;1;8;8;7;809;3;201;1;1403;10;3;3;2;4;2;2;3;3;3;3;5;1;2;1;1;4;1;1;1;4;5;1;1;1;1;98; ; ; ; ; ; ; ; ; ;5;4;4;0;0;1;0;0;1;0;1;98;2;1;1;1;9;9;1;1;2; ;2; ;2; ;2; ;4;5;8;7;4;6;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5;2;3;2;1;2;7;1;3
2832;1,18528996413301;29;4;2;46;4;1;5;5;4;201;10;201;10;506;10;2;3;3;5;3;3;3;3;3;5;5;0;0;4;4;5;3;3;2;3;3;0;0;4;1;1;3;3;3;3;1;1;98;98;1;4;7;4;0;0;1;0;0;0;0;1;2;1;2;1;1;99;6;1;1;1;1;1;1;1;1;1;1;2;5;8;7;7;6;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;2;2;2;4;4;8;1;3
3318;1,18528996413301;29;3;1;45;4;1;4;7;8;827;1;1209;1;1403;1;1;1;98;4;2;2;2;3;2;4;10;0;1;0;0;4;5;0;1;5;5;0;0;2;1;98; ; ; ; ; ; ; ; ; ;4;8;5;0;1;0;1;0;0;0;2;98;2;1;1;1;98;6;1;1;2; ;2; ;2; ;2; ;5;5;10;98;98;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;3;1;4;3;4;1;1
999;1,25577084459793;41;2;2;40;3;1;9;9;7;800;1;809;1;400;1;2;1;1;2;2;2;1;3;3;3;7;4;6;5;5;8;7;7;7;8;8;3;6;1;1;2; ; ; ; ; ; ; ; ; ;2;6;3;0;0;1;0;0;0;0;2;2;2;1;1;1;8;8;1;7;1;4;2; ;2; ;2; ;2;5;1;1;1;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;3;2;4;3;10;1;3
1332;1,25577084459793;41;5;2;50;4;1;8;9;10;800;10;201;10;500;10;2;3;2;4;3;3;3;3;3;2;5;1;8;2;1;9;8;3;2;8;10;5;6;3;1;2; ; ; ; ; ; ; ; ; ;4;6;3;1;0;1;1;0;0;0;3;2;2;1;2;2;3;2;1;5;1;5;2; ;1;7;2; ;3;5;9;8;7;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;1;1;4;1;12;1;4
186;,942433030990186;18;5;1;56;5;1;10;9;9;800;10;201;10;201;10;2;2;3;99;98;3;3;3;3;4;5;3;8;3;3;5;5;3;3;8;8;0;5;5;1;98; ; ; ; ; ; ; ; ; ;4;9;3;0;0;0;1;0;0;0;1;2;1;1;1;2;5;5;1;4;1;3;2; ;2; ;2; ;4;4;10;98;11;6;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;4;3;3;1;10;1;4
3090;1,25577084459793;41;5;1;24;1;1;2;2;6;800;1;300;1;500;10;2;3;1;5;3;3;3;3;3;4;2;1;6;1;1;6;7;1;5;5;5;1;3;1;1;2; ; ; ; ; ; ; ; ; ;7;5;3;0;0;0;1;0;0;0;2;2;2;1;1;2;1;4;1;2;1;2;2; ;1;5;2; ;4;5;4;4;4;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;1;2;4;3;11;4; 
2879;,689924935701047;21;2;2;36;3;1;7;7;8;201;10;500;10;201;10;2;2;1;4;3;2;3;3;3;4;5;0;4;5;5;8;5;3;3;8;8;0;5;0;1;2; ; ; ; ; ; ; ; ; ;4;4;3;0;0;0;1;0;0;0;1;2;2;1;1;1;5;5;1;5;1;5;2; ;2; ;2; ;2;2;98;3;98;6;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;6;2;1;2;3;1;11;4; 
523;1,07140107501517;11;5;2;77;7;1;6;6;7;300;2;500;2;9500; ;2;2;2;2;1;1;1;3;1;1;9;3;7;4;6;9;6;8;7;9;9;5;5;8;1;2; ; ; ; ; ; ; ; ; ;2;4;3;1;0;0;0;0;0;0;2;2;2;1;2;1;6;7;1;8;1;4;2; ;2; ;2; ;1;5;1;1;11;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;4;1;4;2;6;2; 
811;1,25577084459793;41;5;1;64;5;1;99;8;5;201;3;201;3;201;3;5;3;3;5;3;3;3;3;3;4;5;0;1;0;2;5;0;3;1;5;5;0;2;3;1;2; ; ; ; ; ; ; ; ; ;4;10;3;1;1;1;1;1;0;0;1;2;1;1;1;1;5;5;1;7;1;5;2; ;1;5;1;6;2;4;10;98;98;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;1;3;7;4; 
2342;,783474421225984;23;1;2;25;2;1;3;8;9;300;10;201;10;9500; ;4;2;2;4;3;2;3;3;3;4;2;0;5;0;3;9;3;0;0;8;9;0;3;5;1;2; ; ; ; ; ; ; ; ; ;4;5;4;0;0;0;1;0;0;0;1;4;1;1;1;1;4;5;1;2;1;4;2; ;2; ;2; ;4;4;5;8;7;6;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;3;3;1;8;4; 
1952;1,25577084459793;41;5;1;53;4;1;10;10;10;800;10;800;1;800;9;4;2;3;5;3;3;3;3;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2; ; ; ; ; ; ; ; ; ;4;10;5;1;1;1;1;1;0;0;1;5;1;1;1;1;5;6;1;1;1;1;1;1;1;1;1;1;4;5;9;8;7;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;1;3;4;3;12;7; 
714;1,18528996413301;29;5;1;55;5;1;0;10;4;207;10;800;10;1704;10;4;3;3;2;1;1;1;3;3;2;10;0;4;0;0;4;0;4;6;2;3;0;4;3;1;1;1;1;98;99;1;3;1;1;99;4;10;2;1;1;0;0;0;0;0;3;1;2;2;1;1;1;99;1;5;1;1;1;1;2; ;2; ;1;5;9;8;7;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;2;3;6;4;11;4; 
881;1,07140107501517;11;5;1;52;4;1;1;1;3;300;10;809;2;201;5;5;3;2;5;3;3;3;3;3;4;0;0;0;0;0;5;0;0;0;2;5;0;0;0;1;2; ; ; ; ; ; ; ; ; ;2;8;5;0;0;0;1;0;0;0;3;4;2;1;2;1;5;6;1;1;1;1;2; ;2; ;2; ;4;5;10;11;7;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;3;4;4;3;8;4; 
3283;1,18528996413301;29;4;1;69;6;1;8;7;9;300;2;300;2;300;2;2;2;2;4;3;2;3;1;1;2;1;6;3;3;1;4;8;1;4;4;4;4;5;4;1;2; ; ; ; ; ; ; ; ; ;4;3;2;0;1;0;0;0;0;0;2;2;1;1;2;1;3;2;1;5;1;5;1;1;1;2;1;10;3;2;5;5;5;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;1;4;1;10;2; 
2398;1,07140107501517;11;5;1;33;2;1;9;10;7;1800;2;201;2;201;2;2;1;2;3;2;98;3;3;3;2;0;0;0;0;0;5;5;4;5;7;7;4;3;6;2;1;98;98;1;98;1;98;98;98;98;4;7;2;1;0;1;1;0;0;0;2;2;1;2;2;2;3;2;1;6;1;1;2; ;2; ;1;10;2;4;5;5;5;6;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;4;2;4;2;8;1;4
991;1,18528996413301;29;5;1;49;4;1;8;8;8;800;10;201;10;1200;10;2;2;2;2;2;2;1;1;1;2;8;5;8;7;5;8;9;6;6;8;8;2;8;6;1;1;1;1;1;1;1;1;1;1;1;4;8;2;0;1;0;0;0;0;0;2;2;1;1;1;1;4;3;1;5;1;3;1;1;1;5;2; ;2;2;9;8;7;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;3;2;9;1;4
482;1,07140107501517;11;4;1;76;7;1;5;7;8;800;1;201;1;9500; ;3;3;98;3;2;2;2;3;3;3;9;1;3;2;2;3;1;4;1;3;5;2;1;3;1;98; ; ; ; ; ; ; ; ; ;4;8;4;1;0;1;1;0;0;0;1;3;2;1;1;1;5;8;1;6;1;2;2; ;2; ;2; ;2;5;2;1;11;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;4;2;5;2;9;2; 
1058;1,07140107501517;11;3;2;37;3;1;5;7;6;831;2;201;2;9500; ;3;3;1;5;3;2;3;3;3;4;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;98; ; ; ; ; ; ; ; ; ;4;10;5;1;1;1;1;0;0;0;2;5;1;1;1;1;5;4;2; ;2; ;2; ;2; ;2; ;4;4;10;98;11;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;4;3;4;2;8;1;4
1929;1,25577084459793;41;1;1;35;3;1;6;6;6;1109;10;9500; ;1700;10;4;2;98;3;98;98;2;2;98;98;7;0;6;0;5;9;8;8;7;9;9;5;5;6;98;98; ; ; ; ; ; ; ; ; ;4;8;3;1;0;1;1;1;1;0;2;2;2;2;2;2;5;98;1;6;1;5;2; ;2; ;2; ;2;3;2;98;11;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;98;2;5;4; 
1199;1,25577084459793;41;5;1;50;4;1;6;6;5;800;2;900;2;1100;2;2;2;2;4;2;2;3;3;3;2;0;0;5;3;99;7;6;2;3;6;7;3;3;99;1;2; ; ; ; ; ; ; ; ; ;5;2;5;1;0;1;1;1;0;0;1;3;2;2;1;98;98;98;1;6;1;5;2; ;2; ;2; ;3;4;10;98;11;10;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;3;2;4;3;8;1;3
2739;,82152340959573;4;4;2;28;2;1;10;10;7;1200;10;8039;10;507;5;4;1;1;5;2;1;2;3;2;2;8;9;5;6;7;5;4;8;8;7;7;9;5;5;1;98; ; ; ; ; ; ; ; ; ;4;10;4;0;0;0;1;0;0;0;1;2;2;1;1;1;5;3;1;3;1;3;2; ;1;4;2; ;4;5;10;98;11;98;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;2;3;3;5;1;10;1;3
343;,82152340959573;4;1;2;60;5;1;6;7;8;800;10;802;10;500;10;3;1;2;3;2;2;1;3;3;3;9;1;5;5;5;9;8;8;7;9;9;3;4;6;1;98; ; ; ; ; ; ; ; ; ;4;7;3;1;0;0;0;0;0;0;98;2;2;1;1;1;5;6;1;8;1;98;2; ;2; ;2; ;3;5;10;98;11;98;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;2;5;3;6;2; 
2144;1,07140107501517;11;4;1;68;6;1;9;10;10;300;4;300;4;300;4;1;3;3;3;98;1;1;3;3;98;5;0;5;5;5;8;5;8;8;9;9;5;5;5;1;98; ; ; ; ; ; ; ; ; ;3;2;98;1;1;0;0;0;0;0;1;5;2;1;1;1;8;10;1;7;2; ;2; ;2; ;2; ;2;5;3;3;11;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;3;1;1;4;2;6;2; 
1829;,82152340959573;4;2;2;51;4;1;9;9;8;900;1;300;1;201;1;2;3;3;2;2;3;1;3;3;2;5;0;2;0;0;10;0;5;5;10;8;0;0;2;1;98; ; ; ; ; ; ; ; ; ;4;8;3;1;0;0;1;0;0;0;2;2;2;2;1;1;8;9;1;6;1;5;2; ;2; ;2; ;1;5;1;98;11;10;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;6;3;1;2;3;1;10;1;3
2931;1,07140107501517;11;5;2;26;2;1;8;8;5;800;10;9500; ;100;1;3;1;1;5;2;2;3;3;3;4;0;0;0;0;1;7;2;3;3;4;5;0;2;2;1;2; ; ; ; ; ; ; ; ; ;5;5;5;1;0;1;1;0;0;0;1;3;98;1;1;1;6;99;1;1;1;1;2; ;2; ;2; ;98;4;10;98;11;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;3;1;3;3;6;1;4
2867;1,07140107501517;11;4;1;32;2;1;3;6;4;800;10;201;10;100;10;3;2;2;5;2;2;2;3;2;3;5;2;0;2;2;5;5;1;2;7;7;2;2;5;98;98; ; ; ; ; ; ; ; ; ;4;8;4;0;0;0;1;0;0;0;2;3;98;98;98;1;5;6;2; ;2; ;2; ;2; ;2; ;4;4;10;99;11;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;1;3;3;1;10;1;3
2684;,82152340959573;4;1;2;30;2;1;4;5;6;801;10;99; ;99; ;4;3;2;3;2;1;2;3;3;4;7;0;4;4;4;7;7;5;5;6;6;4;5;3;1;98; ; ; ; ; ; ; ; ; ;4;6;98;1;1;1;1;1;0;0;2;2;1;1;1;1;6;7;1;5;1;5;2; ;2; ;2; ;3;5;3;3;11;10;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4;1;3;3;6;4;6;4; 
2898;,783474421225984;23;2;2;50;4;1;5;4;6;1200;10;1200;10;1200;10;4;3;2;4;3;2;1;1;1;2;5;2;5;2;5;0;2;3;2;5;5;0;2;0;1;2; ; ; ; ; ; ; ; ; ;3;0;3;0;0;1;0;0;0;0;1;4;1;1;1;1;5;5;2; ;2; ;2; ;2; ;2; ;3;4;9;98;11;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;1;3;5;8;2; 
2607;,942433030990186;18;2;2;26;2;1;8;7;8;800;10;201;10;209;10;2;1;1;2;2;1;1;3;1;2;2;3;5;2;3;5;5;4;4;4;3;3;4;4;1;1;3;1;1;3;3;1;3;1;3;4;7;4;1;0;0;0;0;0;0;1;4;1;1;1;2;4;5;1;8;1;6;2; ;1;5;2; ;2;4;2;11;98;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;1;3;2;10;1;3
738;1,18528996413301;29;3;2;49;4;1;7;7;8;807;4;9500; ;807;4;2;3;3;3;2;2;98;3;3;4;8;0;3;2;4;5;7;4;5;7;8;0;5;7;2;2; ; ; ; ; ; ; ; ; ;4;8;4;0;0;0;1;0;0;0;2;2;98;1;2;1;8;8;1;6;2; ;1;6;2; ;2; ;2;5;10;6;98;98;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;2;5;3;10;1;3
1811;1,25577084459793;41;5;1;36;3;1;3;6;3;800;10;99; ;9500; ;4;3;3;5;2;2;3;3;3;5;2;0;5;0;0;10;6;1;1;10;10;0;1;0;1;1;3;3;3;3;3;3;3;3;1;7;5;3;1;0;1;1;0;0;0;3;1;1;1;1;2;4;5;1;3;1;2;2; ;2; ;2; ;3;5;5;5;98;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;1;2;3;1;8;1;3
2679;,82152340959573;4;1;1;55;5;2;8;7;9;201;10;8035;10;9500; ;2;2;2;2;2;2;1;1;1;2;0;6;3;4;5;4;5;5;5;5;5;3;5;7;1;2; ; ; ; ; ; ; ; ; ;4;5;4;1;1;1;1;1;0;0;2;2;2;1;1;1;5;4;1;6;1;6;2; ;2; ;2; ;2;2;2;2;10;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;2;2;2;9;2; 
2552;,942433030990186;18;5;1;40;3;1;9;2;9;100;3;201;3;1403;3;2;3;1;4;3;2;2;2;2;4;3;6;6;8;7;5;10;4;5;7;7;5;5;3;1;98; ; ; ; ; ; ; ; ; ;4;1;98;0;0;0;1;0;0;0;1;5;1;1;1;2;4;4;1;3;1;4;2; ;2; ;2; ;4;3;10;8;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;3;1;5;1;9;1;1
872;,783474421225984;23;1;1;61;5;1;7;8;7;1200;10;1200;10;1205;10;2;2;2;2;2;2;1;3;1;4;3;6;5;2;0;9;3;6;8;10;10;1;2;6;1;1;1;3;1;3;3;3;3;3;3;4;2;4;0;0;0;1;0;0;0;2;1;1;1;1;2;4;3;1;8;1;5;2; ;1;7;2; ;2;2;2;8;7;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;2;3;3;11;1;4
853;,873675494934504;14;5;1;64;5;1;9;9;9;800;1;500;1;500;1;2;2;2;3;1;1;1;3;3;2;9;5;7;5;5;7;8;8;8;8;8;3;5;5;2;2; ; ; ; ; ; ; ; ; ;4;5;3;1;1;1;1;1;0;0;3;2;2;2;2;1;6;6;1;8;1;3;2; ;1;3;2; ;2;5;4;98;7;98;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;6;3;4;1;5;2;12;1;4
2369;,82152340959573;4;4;1;39;3;1;7;7;6;100;3;201;1;201;1;2;2;3;2;2;2;1;3;1;2;10;0;5;0;0;10;3;5;4;10;10;0;5;6;1;1;1;3;1;3;3;1;3;3;1;4;5;3;1;0;0;0;0;0;0;1;1;2;1;1;2;3;3;1;7;1;1;2; ;2; ;2; ;2;5;9;8;7;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;1;1;3;3;10;1;3
2653;,942433030990186;18;1;1;67;6;1;4;3;3;800;3;9500; ;201;3;2;1;1;4;3;3;3;3;3;4;1;4;1;7;0;0;8;0;1;0;0;6;0;2;2;1;1;3;3;3;3;3;3;3;1;1;6;4;0;0;1;0;0;0;0;3;2;1;1;1;1;3;2;1;2;1;3;1;5;1;3;1;1;3;2;9;8;7;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;4;1;4;1;9;2; 
1831;1,07140107501517;11;3;1;57;5;1;5;8;7;1200;1;1200;3;9500; ;4;3;3;4;2;3;3;3;3;4;6;4;5;5;5;7;7;5;5;7;7;3;3;3;1;98; ; ; ; ; ; ; ; ; ;4;8;4;1;1;0;1;1;0;0;3;2;2;1;1;98;98;5;1;6;1;6;2; ;1;6;1;6;4;5;9;11;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;2;5;3;3;2;5;1;1
1133;,783474421225984;23;2;1;31;2;1;7;8;8;800;10;201;10;201;10;4;2;1;1;1;2;1;3;3;2;9;2;4;0;0;10;3;7;5;8;7;0;5;7;1;98; ; ; ; ; ; ; ; ; ;4;3;1;1;1;1;1;1;1;0;3;1;2;1;1;2;6;8;1;9;1;5;2; ;1;4;2; ;1;5;9;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;2;4;3;11;1;3
303;1,18528996413301;29;3;1;35;3;1;4;3;8;800;10;201;1;9500; ;2;3;1;2;1;3;1;3;3;2;8;1;7;2;6;8;1;5;5;8;10;1;5;3;1;1;1;1;1;1;1;1;1;1;1;5;8;4;1;0;1;0;0;1;0;1;4;2;2;1;1;4;4;1;6;1;1;2; ;1;5;2; ;2;5;9;8;1;7;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;2;1;2;5;3;8;4; 
553;1,25577084459793;41;5;2;26;2;1;7;7;8;809;10;500;10;502;10;2;2;2;2;2;2;1;3;1;2;5;1;4;1;3;7;5;6;4;8;7;2;4;4;1;2; ; ; ; ; ; ; ; ; ;4;6;4;0;1;0;0;0;0;0;2;2;1;1;1;1;5;6;1;6;1;4;2; ;1;4;2; ;2;5;9;8;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;4;4;11;1;3
1049;1,25577084459793;41;5;1;60;5;1;0;5;7;8028;2;1702;2;500;2;3;3;3;2;1;98;1;3;3;2;10;1;5;1;1;10;8;5;5;10;10;1;1;10;1;98; ; ; ; ; ; ; ; ; ;2;10;3;1;0;1;0;0;0;0;3;2;98;1;2;1;8;7;1;7;2; ;2; ;2; ;2; ;2;5;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;1;5;1;7;1;2
2965;,82152340959573;4;5;2;76;7;1;8;8;7;800;8;1205;8;500;8;2;2;2;2;2;1;3;3;3;4;6;3;3;5;0;7;8;4;4;7;7;3;0;2;1;1;1;1;1;98;1;1;1;1;1;4;7;2;1;0;0;0;0;0;0;2;2;2;1;1;1;6;7;1;7;1;4;2; ;1;4;1;4;2;5;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;2;4;2;8;2; 
2429;,689924935701047;21;1;1;43;3;1;7;5;7;201;8;400;8;8035;8;2;3;2;2;2;1;3;3;1;2;2;0;0;3;0;8;2;5;5;8;8;1;3;3;1;98; ; ; ; ; ; ; ; ; ;2;5;4;1;1;1;0;0;0;0;1;98;2;1;2;1;5;6;1;8;1;6;1;6;2; ;2; ;2;5;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;1;4;2;9;1;1
825;,942433030990186;18;1;2;65;6;1;5;5;7;832;10;201;1;1403;8;2;2;2;2;2;2;3;3;1;2;10;0;0;2;5;10;5;7;7;8;7;0;8;8;2;1;1;1;2;1;1;1;1;2;2;1;3;4;1;1;0;0;0;0;0;3;2;2;1;2;1;8;8;1;8;1;4;1;5;1;5;1;4;2;5;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;9;5;2;1;4;5;3;1;3
306;1,18528996413301;29;4;2;51;4;1;5;10;8;300;10;800;3;300;8;2;2;3;3;2;98;1;3;1;2;7;0;0;5;5;8;6;5;6;8;8;0;2;5;2;2; ; ; ; ; ; ; ; ; ;4;6;4;0;0;0;1;0;0;0;2;2;2;1;1;1;6;7;1;7;2; ;2; ;2; ;2; ;2;5;10;1;1;99;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;1;2;4;9;1;3
539;,873675494934504;14;1;1;37;3;1;7;8;7;201;10;201;10;800;8;2;2;1;2;2;1;1;3;3;2;8;4;5;3;3;7;6;7;7;7;8;5;8;8;1;1;1;1;1;1;1;1;1;1;1;2;7;2;1;0;1;0;0;0;0;1;2;2;98;2;2;5;6;1;8;1;4;2; ;1;5;1;5;2;5;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;2;4;3;10;1;4
